name,city,country,IATA,,lat,long,x,y,z,region,type
Jijel Ferhat Abbas Airport,Jijel,Algeria,GJL,DAAV,36.7951011658,5.87361001968,36,1,N,Africa/Algiers,airport
Mecheria Airport,Mecheria,Algeria,\N,DAAY,33.535900116,-0.242353007197,3855,1,N,Africa/Algiers,airport
Relizane Airport,Relizane,Algeria,\N,DAAZ,35.7522010803223,0.626272022724152,282,1,N,Africa/Algiers,airport
Annaba Airport,Annaba,Algeria,AAE,DABB,36.8222007751465,7.80916976928711,16,1,N,Africa/Algiers,airport
Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.2760009765625,6.62038993835449,2265,1,N,Africa/Algiers,airport
Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,DABS,35.4315986633,8.12071990967,2661,1,N,Africa/Algiers,airport
Hassi R'Mel Airport,Tilrempt,Algeria,HRM,DAFH,32.9304008483887,3.31153988838196,2540,1,N,Africa/Algiers,airport
Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.3410987854,1.46315002441,3245,1,N,Africa/Algiers,airport
Bou Sfer Airport,Bou Sfer,Algeria,\N,DAOE,35.7354011535645,-0.805388987064362,187,1,N,Africa/Algiers,airport
Tindouf Airport,Tindouf,Algeria,TIN,DAOF,27.7003993988,-8.1670999527,1453,1,N,Africa/Algiers,airport
Ech Cheliff Airport,Ech-cheliff,Algeria,QAS,DAOI,36.2126998901,1.33176994324,463,1,N,Africa/Algiers,airport
Tafaraoui Airport,Oran,Algeria,TAF,DAOL,35.5424003601074,-0.532278001308441,367,1,N,Africa/Algiers,airport
Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.0167007446,-1.45000004768,814,1,N,Africa/Algiers,airport
Es Senia Airport,Oran,Algeria,ORN,DAOO,35.6239013672,-0.621182978153,295,1,N,Africa/Algiers,airport
Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,\N,DAOS,35.1717987061,-0.593275010586,1614,1,N,Africa/Algiers,airport
Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.2076988220215,0.147141993045807,1686,1,N,Africa/Algiers,airport
Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.8376007080078,-0.186414003372192,919,1,N,Africa/Algiers,airport
Biskra Airport,Biskra,Algeria,BSK,DAUB,34.7933006287,5.73823022842,289,1,N,Africa/Algiers,airport
El Golea Airport,El Golea,Algeria,ELG,DAUE,30.5713005065918,2.85959005355835,1306,1,N,Africa/Algiers,airport
Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,32.3841018676758,3.79411005973816,1512,1,N,Africa/Algiers,airport
Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,31.6730003357,6.14043998718,463,1,N,Africa/Algiers,airport
In Salah Airport,In Salah,Algeria,INZ,DAUI,27.2509994507,2.51202011108,896,1,N,Africa/Algiers,airport
Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.067798614502,6.0886697769165,279,1,N,Africa/Algiers,airport
Laghouat Airport,Laghouat,Algeria,LOO,DAUL,33.7644004822,2.92833995819,2510,1,N,Africa/Algiers,airport
Timimoun Airport,Timimoun,Algeria,TMX,DAUT,29.2371006012,0.276033014059,1027,1,N,Africa/Algiers,airport
Ain el Beida Airport,Ouargla,Algeria,OGX,DAUU,31.917200088501,5.41277980804443,492,1,N,Africa/Algiers,airport
In Aménas Airport,Zarzaitine,Algeria,IAM,DAUZ,28.0515003204,9.64291000366,1847,1,N,Africa/Algiers,airport
Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.3572301864624,2.38435006141663,19,1,N,Africa/Porto-Novo,airport
Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.3531999588013,-1.51242005825043,1037,0,N,Africa/Ouagadougou,airport
Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,DFOO,11.1600999832153,-4.33096981048584,1511,0,N,Africa/Ouagadougou,airport
Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.60518980026245,-0.166786000132561,205,0,N,Africa/Accra,airport
Tamale Airport,Tamale,Ghana,TML,DGLE,9.55718994140625,-0.863214015960693,553,0,N,Africa/Accra,airport
Wa Airport,Wa,Ghana,\N,DGLW,10.0826997756958,-2.50768995285034,1060,0,N,Africa/Accra,airport
Sunyani Airport,Sunyani,Ghana,NYI,DGSN,7.36183023452759,-2.32875990867615,1014,0,N,Africa/Accra,airport
Takoradi Airport,Takoradi,Ghana,TKD,DGTK,4.8960599899292,-1.77476000785828,21,0,N,Africa/Accra,airport
Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,DIAP,5.261390209198,-3.9262900352478,21,0,N,Africa/Abidjan,airport
Bouaké Airport,Bouake,Cote d'Ivoire,BYK,DIBK,7.73880004882813,-5.07366991043091,1230,0,N,Africa/Abidjan,airport
Daloa Airport,Daloa,Cote d'Ivoire,DJO,DIDL,6.79280996322632,-6.47318983078003,823,0,N,Africa/Abidjan,airport
Korhogo Airport,Korhogo,Cote d'Ivoire,HGO,DIKO,9.38718032837,-5.55666017532,1214,0,N,Africa/Abidjan,airport
Man Airport,Man,Cote d'Ivoire,MJC,DIMN,7.27206993103027,-7.58735990524292,1089,0,N,Africa/Abidjan,airport
San Pedro Airport,San Pedro,Cote d'Ivoire,SPY,DISP,4.74671983718872,-6.66082000732422,26,0,N,Africa/Abidjan,airport
Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,ASK,DIYO,6.9031701088,-5.36558008194,699,0,N,Africa/Abidjan,airport
Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.00679016113281,7.26316976547241,1123,1,N,Africa/Lagos,airport
Akure Airport,Akure,Nigeria,AKR,DNAK,7.24673986434937,5.30101013183594,1100,1,N,Africa/Lagos,airport
Benin Airport,Benin,Nigeria,BNI,DNBE,6.31697988510132,5.59950017929077,258,1,N,Africa/Lagos,airport
Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,DNCA,4.97601985931397,8.34720039367676,210,1,N,Africa/Lagos,airport
Akanu Ibiam International Airport,Enugu,Nigeria,ENU,DNEN,6.47426986694336,7.56196022033691,466,1,N,Africa/Lagos,airport
Gusau Airport,Gusau,Nigeria,QUS,DNGU,12.1716995239258,6.69610977172852,1520,1,N,Africa/Lagos,airport
Ibadan Airport,Ibadan,Nigeria,IBA,DNIB,7.36246013641357,3.97832989692688,725,1,N,Africa/Lagos,airport
Ilorin International Airport,Ilorin,Nigeria,ILR,DNIL,8.44021034240723,4.49391984939575,1126,1,N,Africa/Lagos,airport
Yakubu Gowon Airport,Jos,Nigeria,JOS,DNJO,9.63982963562012,8.86905002593994,4232,1,N,Africa/Lagos,airport
Kaduna Airport,Kaduna,Nigeria,KAD,DNKA,10.6960000991821,7.32010984420776,2073,1,N,Africa/Lagos,airport
Mallam Aminu International Airport,Kano,Nigeria,KAN,DNKN,12.0475997924805,8.52462005615234,1562,1,N,Africa/Lagos,airport
Maiduguri International Airport,Maiduguri,Nigeria,MIU,DNMA,11.855299949646,13.0809001922607,1099,1,N,Africa/Lagos,airport
Makurdi Airport,Makurdi,Nigeria,MDI,DNMK,7.70387983322144,8.61394023895264,371,1,N,Africa/Lagos,airport
Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.57737016677856,3.32116007804871,135,1,N,Africa/Lagos,airport
Minna Airport,Minna,Nigeria,MXJ,DNMN,9.65217018127441,6.4622597694397,834,1,N,Africa/Lagos,airport
Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,DNPO,5.01549005508423,6.94959020614624,87,1,N,Africa/Lagos,airport
Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,DNSO,12.9162998199463,5.20719003677368,1010,1,N,Africa/Lagos,airport
Yola Airport,Yola,Nigeria,YOL,DNYO,9.25755023956299,12.4303998947144,599,1,N,Africa/Lagos,airport
Zaria Airport,Zaria,Nigeria,ZAR,DNZA,11.1302003860474,7.68581008911133,2170,1,N,Africa/Lagos,airport
Maradi Airport,Maradi,Niger,MFQ,DRRM,13.5024995803833,7.12674999237061,1240,1,N,Africa/Niamey,airport
Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,13.481499671936,2.18360996246338,732,1,N,Africa/Niamey,airport
Tahoua Airport,Tahoua,Niger,THZ,DRRT,14.8756999969482,5.26535987854004,1266,1,N,Africa/Niamey,airport
Mano Dayak International Airport,Agadez,Niger,AJY,DRZA,16.9659996032715,8.00010967254639,1657,1,N,Africa/Niamey,airport
Dirkou Airport,Dirkou,Niger,\N,DRZD,18.9687004089355,12.8687000274658,1273,1,N,Africa/Niamey,airport
Diffa Airport,Diffa,Niger,\N,DRZF,13.3729000091553,12.6267004013062,994,1,N,Africa/Niamey,airport
Zinder Airport,Zinder,Niger,ZND,DRZR,13.7790002822876,8.98375988006592,1516,1,N,Africa/Niamey,airport
Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,DTMB,35.7580986022949,10.7546997070313,9,1,E,Africa/Tunis,airport
Tunis Carthage International Airport,Tunis,Tunisia,TUN,DTTA,36.851001739502,10.2271995544434,22,1,E,Africa/Tunis,airport
Sidi Ahmed Air Base,Bizerte,Tunisia,\N,DTTB,37.2453994751,9.79144954681,20,1,E,Africa/Tunis,airport
Remada Air Base,Remada,Tunisia,\N,DTTD,32.3061981201172,10.3821001052856,1004,1,E,Africa/Tunis,airport
Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,DTTF,34.4220008850098,8.82250022888184,1060,1,E,Africa/Tunis,airport
Gabès Matmata International Airport,Gabes,Tunisia,GAE,DTTG,33.8768997192383,10.1033000946045,26,1,E,Africa/Tunis,airport
Borj El Amri Airport,Bordj El Amri,Tunisia,\N,DTTI,36.7212982177734,9.94314956665039,110,1,E,Africa/Tunis,airport
Djerba Zarzis International Airport,Djerba,Tunisia,DJE,DTTJ,33.875,10.7755002975464,19,1,E,Africa/Tunis,airport
El Borma Airport,El Borma,Tunisia,EBM,DTTR,31.7042999267578,9.25461959838867,827,1,E,Africa/Tunis,airport
Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.7179985046387,10.6909999847412,85,1,E,Africa/Tunis,airport
Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,DTTZ,33.9397010803223,8.11056041717529,287,1,E,Africa/Tunis,airport
Niamtougou International Airport,Niatougou,Togo,LRL,DXNG,9.76733016967773,1.09124994277954,1515,0,N,Africa/Lome,airport
Lomé-Tokoin Airport,Lome,Togo,LFW,DXXX,6.16560983657837,1.25451004505157,72,0,N,Africa/Lome,airport
Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.1893997192,4.46027994156,39,1,E,Europe/Brussels,airport
Beauvechain Air Base,Beauvechain,Belgium,\N,EBBE,50.7585983276367,4.76833009719849,370,1,E,Europe/Brussels,airport
Kleine Brogel Air Base,Kleine Brogel,Belgium,\N,EBBL,51.168301,5.47,200,1,E,Europe/Brussels,airport
Brussels Airport,Brussels,Belgium,BRU,EBBR,50.9014015198,4.48443984985,184,1,E,Europe/Brussels,airport
Jehonville Air Base,Bertrix,Belgium,\N,EBBX,49.8917007446289,5.22388982772827,1514,1,E,Europe/Brussels,airport
Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,50.4592018127,4.45382022858,614,1,E,Europe/Brussels,airport
Chièvres Air Base,Chievres,Belgium,\N,EBCV,50.5758018493652,3.83100008964539,194,1,E,Europe/Brussels,airport
Koksijde Air Base,Koksijde,Belgium,\N,EBFN,51.0903015136719,2.65278005599976,20,1,E,Europe/Brussels,airport
Florennes Air Base,Florennes,Belgium,\N,EBFS,50.2433013916,4.64583015442,935,1,E,Europe/Brussels,airport
Wevelgem Airport,Kortrijk-vevelgem,Belgium,QKT,EBKT,50.817199707,3.20472002029,64,1,E,Europe/Brussels,airport
Liège Airport,Liege,Belgium,LGG,EBLG,50.6374015808106,5.44322013854981,659,1,E,Europe/Brussels,airport
Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,51.1988983154,2.8622200489,13,1,E,Europe/Brussels,airport
Zutendaal Air Base,Zutendaal,Belgium,\N,EBSL,50.9474983215332,5.59055995941162,312,1,E,Europe/Brussels,airport
Limburg Regional Airport,Sint-truiden,Belgium,\N,EBST,50.7919006348,5.20167016983,246,1,E,Europe/Brussels,airport
Saint Hubert Air Base,St.-hubert,Belgium,\N,EBSU,50.0344009399414,5.44081020355225,1930,1,E,Europe/Brussels,airport
Ursel Air Base,Ursel,Belgium,\N,EBUL,51.1441993713379,3.47555994987488,95,1,E,Europe/Brussels,airport
Weelde Air Base,Weelde,Belgium,\N,EBWE,51.3947982788086,4.96018981933594,105,1,E,Europe/Brussels,airport
Oostmalle Air Base,Zoersel,Belgium,\N,EBZR,51.264702,4.75333,53,1,E,Europe/Brussels,airport
Bautzen Airport,Bautzen,Germany,\N,EDAB,51.1936111450195,14.5197219848633,568,1,E,Europe/Berlin,airport
Altenburg-Nobitz Airport,Altenburg,Germany,AOC,EDAC,50.9819450378418,12.5063886642456,640,1,E,Europe/Berlin,airport
Dessau Airport,Dessau,Germany,\N,EDAD,51.831693541,12.1909618378,187,1,E,Europe/Berlin,airport
Eisenhüttenstadt Airport,Eisenhuettenstadt,Germany,\N,EDAE,52.195856,14.58753,144,1,E,Europe/Berlin,airport
Großenhain Airport,Suhl,Germany,\N,EDAK,51.3080558776855,13.5555562973022,417,1,E,Europe/Berlin,airport
Merseburg Airport,Muehlhausen,Germany,\N,EDAM,51.3630556,11.9408333,341,1,E,Europe/Berlin,airport
Halle-Oppin Airport,Halle,Germany,\N,EDAQ,51.552223,12.053889,348,1,E,Europe/Berlin,airport
Riesa-Göhlis Airport,Riesa,Germany,\N,EDAU,51.2936096191,13.3561105728,322,1,E,Europe/Berlin,airport
Rechlin-Lärz Airport,Rechlin-laerz,Germany,\N,EDAX,53.306388855,12.7522220612,220,1,E,Europe/Berlin,airport
Strausberg Airport,Strausberg,Germany,\N,EDAY,52.5805549621582,13.9166669845581,262,1,E,Europe/Berlin,airport
Schönhagen Airport,Schoenhagen,Germany,\N,EDAZ,52.2036094666,13.1563892365,131,1,E,Europe/Berlin,airport
Barth Airport,Barth,Germany,BBH,EDBH,54.338253,12.710515,23,1,E,Europe/Berlin,airport
Jena-Schöngleina Airport,Jena,Germany,\N,EDBJ,50.9152793884277,11.7144441604614,1247,1,E,Europe/Berlin,airport
Kyritz Airport,Kyritz,Germany,\N,EDBK,52.918888092041,12.4252777099609,131,1,E,Europe/Berlin,airport
"Magdeburg \""City\"" Airport",Magdeburg,Germany,\N,EDBM,52.073612,11.626389,259,1,E,Europe/Berlin,airport
Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,\N,EDBR,51.3633346557617,14.9499998092651,518,1,E,Europe/Berlin,airport
Anklam Airport,Anklam,Germany,\N,EDCA,53.8327789306641,13.6686105728149,16,1,E,Europe/Berlin,airport
Cottbus-Drewitz Airport,Cottbus,Germany,\N,EDCD,51.889442,14.531944,272,1,E,Europe/Berlin,airport
Kamenz Airport,Kamenz,Germany,\N,EDCM,51.2969436645508,14.1274995803833,495,1,E,Europe/Berlin,airport
Berlin-Schönefeld International Airport,Berlin,Germany,SXF,EDDB,52.380001068115,13.522500038147,157,1,E,Europe/Berlin,airport
Dresden Airport,Dresden,Germany,DRS,EDDC,51.1328010559082,13.7672004699707,755,1,E,Europe/Berlin,airport
Erfurt Airport,Erfurt,Germany,ERF,EDDE,50.9798011779785,10.9581003189087,1036,1,E,Europe/Berlin,airport
Frankfurt am Main International Airport,Frankfurt,Germany,FRA,EDDF,50.0333333,8.5705556,364,1,E,Europe/Berlin,airport
Münster Osnabrück Airport,Munster,Germany,FMO,EDDG,52.134601593,7.68483018875,160,1,E,Europe/Berlin,airport
Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.630401611328,9.9882297515869,53,1,E,Europe/Berlin,airport
Berlin-Tempelhof International Airport,Berlin,Germany,THF,EDDI,52.4729995727539,13.4039001464844,167,1,E,Europe/Berlin,airport
Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.8658981323,7.1427397728,302,1,E,Europe/Berlin,airport
Düsseldorf International Airport,Duesseldorf,Germany,DUS,EDDL,51.2895011901856,6.76677989959717,147,1,E,Europe/Berlin,airport
Munich International Airport,Munich,Germany,MUC,EDDM,48.353801727295,11.786100387573,1487,1,E,Europe/Berlin,airport
Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,49.498699,11.0780556,1046,1,E,Europe/Berlin,airport
Leipzig Halle Airport,Leipzig,Germany,LEJ,EDDP,51.4238889,12.2363889,465,1,E,Europe/Berlin,airport
Saarbrücken Airport,Saarbruecken,Germany,SCN,EDDR,49.2145996094,7.10950994492,1058,1,E,Europe/Berlin,airport
Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.6898994446,9.22196006775,1276,1,E,Europe/Berlin,airport
Berlin-Tegel International Airport,Berlin,Germany,TXL,EDDT,52.5597000122,13.2876996994,122,1,E,Europe/Berlin,airport
Hannover Airport,Hannover,Germany,HAJ,EDDV,52.461101532,9.68507957458,183,1,E,Europe/Berlin,airport
Bremen Airport,Bremen,Germany,BRE,EDDW,53.0475006104,8.78666973114,14,1,E,Europe/Berlin,airport
Frankfurt-Egelsbach Airport,Egelsbach,Germany,QEF,EDFE,49.9599990844727,8.64583301544189,384,1,E,Europe/Berlin,airport
Frankfurt-Hahn Airport,Hahn,Germany,HHN,EDFH,49.9486999512,7.26388978958,1649,1,E,Europe/Berlin,airport
Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,49.4730567932129,8.51416683197022,308,1,E,Europe/Berlin,airport
Allendorf/Eder Airport,Allendorf,Germany,\N,EDFQ,51.0349998474121,8.680832862854,1158,1,E,Europe/Berlin,airport
Worms Airport,Worms,Germany,\N,EDFV,49.606945,8.368333,295,1,E,Europe/Berlin,airport
Mainz-Finthen Airport,Mainz,Germany,\N,EDFZ,49.967499,8.147222,525,1,E,Europe/Berlin,airport
Eisenach-Kindel Airport,Eisenach,Germany,\N,EDGE,50.991604,10.47973,1112,1,E,Europe/Berlin,airport
Siegerland Airport,Siegerland,Germany,\N,EDGS,50.7076988220215,8.08296966552734,1966,1,E,Europe/Berlin,airport
Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,53.5352783203125,9.83555603027344,23,1,E,Europe/Berlin,airport
Kiel-Holtenau Airport,Kiel,Germany,KEL,EDHK,54.3794441223145,10.1452779769897,102,1,E,Europe/Berlin,airport
Lübeck Blankensee Airport,Luebeck,Germany,LBC,EDHL,53.8054008484,10.7192001343,53,1,E,Europe/Berlin,airport
Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,\N,EDKV,50.405555725,6.5288891792,1896,1,E,Europe/Berlin,airport
Meinerzhagen Airport,Meinerzhagen,Germany,\N,EDKZ,51.0999984741211,7.59999990463257,1549,1,E,Europe/Berlin,airport
Arnsberg-Menden Airport,Arnsberg,Germany,ZCA,EDLA,51.4838905334473,7.89833307266235,794,1,E,Europe/Berlin,airport
Essen Mulheim Airport,Essen,Germany,ESS,EDLE,51.4023017883301,6.93732976913452,424,1,E,Europe/Berlin,airport
Bielefeld Airport,Bielefeld,Germany,\N,EDLI,51.9647216797,8.54444408417,433,1,E,Europe/Berlin,airport
Mönchengladbach Airport,Moenchengladbach,Germany,MGL,EDLN,51.2302780151367,6.50444412231445,125,1,E,Europe/Berlin,airport
Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,51.6141014099,8.61631965637,699,1,E,Europe/Berlin,airport
Stadtlohn-Vreden Airport,Stadtlohn,Germany,\N,EDLS,51.9958343505859,6.84055614471436,157,1,E,Europe/Berlin,airport
Dortmund Airport,Dortmund,Germany,DTM,EDLW,51.5182991028,7.61223983765,425,1,E,Europe/Berlin,airport
Augsburg Airport,Augsburg,Germany,AGB,EDMA,48.425278,10.931667,1516,1,E,Europe/Berlin,airport
Biberach a.d. Riß Airport,Biberach,Germany,\N,EDMB,48.1111106872559,9.76277828216553,1903,1,E,Europe/Berlin,airport
Eggenfelden Airport,Eggenfelden,Germany,\N,EDME,48.396110534668,12.7236108779907,1342,1,E,Europe/Berlin,airport
Mindelheim-Mattsies Airport,Mindelheim,Germany,\N,EDMN,48.1069450378418,10.5249996185303,1857,1,E,Europe/Berlin,airport
Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,EDMO,48.0814018249512,11.2831001281738,1947,1,E,Europe/Berlin,airport
Straubing Airport,Straubing,Germany,RBM,EDMS,48.9008331298828,12.5166673660278,1047,1,E,Europe/Berlin,airport
Vilshofen Airport,Vilshofen,Germany,\N,EDMV,48.6349983215332,13.1955556869507,991,1,E,Europe/Berlin,airport
Leutkirch-Unterzeil Airport,Leutkirch,Germany,\N,EDNL,47.8588905334473,10.0141668319702,2100,1,E,Europe/Berlin,airport
Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,47.6712989807,9.51148986816,1367,1,E,Europe/Berlin,airport
Schwerin Parchim Airport,Parchim,Germany,SZW,EDOP,53.426998,11.7834,166,1,E,Europe/Berlin,airport
Stendal-Borstel Airport,Stendal,Germany,ZSN,EDOV,52.6288871765137,11.8186111450195,184,1,E,Europe/Berlin,airport
Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany,\N,EDPA,48.7777786254883,10.2647218704224,1916,1,E,Europe/Berlin,airport
Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,49.9850006103516,11.6400003433228,1601,1,E,Europe/Berlin,airport
Burg Feuerstein Airport,Burg Feuerstein,Germany,\N,EDQE,49.794166564941,11.133610725403,1673,1,E,Europe/Berlin,airport
Hof-Plauen Airport,Hof,Germany,HOQ,EDQM,50.2886123657227,11.8563890457153,1959,1,E,Europe/Berlin,airport
Haßfurt-Schweinfurt Airport,Hassfurt,Germany,\N,EDQT,50.0180549621582,10.5294437408447,719,1,E,Europe/Berlin,airport
Koblenz-Winningen Airport,Koblenz,Germany,ZNV,EDRK,50.3255577087402,7.5286111831665,640,1,E,Europe/Berlin,airport
Trier-Föhren Airport,Trier,Germany,ZQF,EDRT,49.8638877868652,6.78749990463257,666,1,E,Europe/Berlin,airport
Speyer Airport,Speyer,Germany,ZQC,EDRY,49.3047218322754,8.45138931274414,312,1,E,Europe/Berlin,airport
Zweibrücken Airport,Zweibruecken,Germany,ZQW,EDRZ,49.209400177002,7.40055990219116,1132,1,E,Europe/Berlin,airport
Donaueschingen-Villingen Airport,Donaueschingen,Germany,ZQL,EDTD,47.9733314514,8.52222156525,2231,1,E,Europe/Berlin,airport
Freiburg i. Br. Airport,Freiburg,Germany,\N,EDTF,48.0227775574,7.83249998093,801,1,E,Europe/Berlin,airport
Mengen-Hohentengen Airport,Mengen,Germany,\N,EDTM,48.0538902282715,9.37277793884277,1818,1,E,Europe/Berlin,airport
Adolf Würth Airport,Schwaebisch Hall,Germany,\N,EDTY,49.1183319092,9.78388881683,1299,1,E,Europe/Berlin,airport
Finsterwalde/Schacksdorf Airport,Soest,Germany,\N,EDUS,51.607498,13.743611,384,1,E,Europe/Berlin,airport
Braunschweig Wolfsburg Airport,Braunschweig,Germany,BWE,EDVE,52.319199,10.5561,295,1,E,Europe/Berlin,airport
Kassel-Calden Airport,Kassel,Germany,KSF,EDVK,51.417273,9.384967,820,1,E,Europe/Berlin,airport
Hildesheim Airport,Hildesheim,Germany,\N,EDVM,52.1813888549805,9.94638919830322,292,1,E,Europe/Berlin,airport
Bremerhaven Airport,Bremerhaven,Germany,BRV,EDWB,53.506943,8.572778,10,1,E,Europe/Berlin,airport
Emden Airport,Emden,Germany,EME,EDWE,53.3911094665527,7.22749996185303,3,1,E,Europe/Berlin,airport
